customer_id,total_sales,total_profit,order_count,days_since_last_order,avg_order_value,segment,PC1,PC2,segment_strategy
AC-10615,2537.686,298.8273,5,6,507.5371999999999,High Value,-0.0911967550441145,-0.1679838823636843,"Offer loyalty rewards, early access, and exclusive services."
AC-10660,657.316,-28.700399999999995,5,282,131.4632,High Value,-1.4121458125805235,0.4170526913205953,"Offer loyalty rewards, early access, and exclusive services."
AD-10180,6106.88,1869.9294,8,29,763.36,Low Value,2.203004185979102,-0.2692476460461775,Use low-cost retention strategies and remarketing.
AF-10870,2052.908,317.9712,7,41,293.27257142857144,High Value,-0.2549333753249487,-0.7196360519614146,"Offer loyalty rewards, early access, and exclusive services."
AF-10885,861.565,-163.1175,4,415,215.39125,Medium Value,-1.563224319485243,1.1989933032734983,Upsell and cross-sell through bundles and promos.
AG-10270,2582.898,732.7399,5,278,516.5796,High Value,-0.0907600687127977,0.8938586881907591,"Offer loyalty rewards, early access, and exclusive services."
AG-10300,367.548,59.2884,4,118,91.887,High Value,-1.460503673611977,0.0388072711276313,"Offer loyalty rewards, early access, and exclusive services."
AG-10330,660.972,-5.137100000000006,5,8,132.1944,High Value,-1.1573094870523764,-0.5724290528024574,"Offer loyalty rewards, early access, and exclusive services."
AG-10390,200.945,69.2784,5,114,40.189,High Value,-1.4367290106221753,-0.2660594735377324,"Offer loyalty rewards, early access, and exclusive services."
AG-10495,2356.855,295.6668,8,78,294.606875,High Value,-0.1055645243184449,-0.824008283123154,"Offer loyalty rewards, early access, and exclusive services."
AG-10525,1455.038,-152.7613,4,845,363.7595,Medium Value,-1.6116793020286404,2.9008071303226264,Upsell and cross-sell through bundles and promos.
AG-10675,3489.0396000000005,-246.42570000000003,7,97,498.4342285714287,High Value,0.0087018539269035,-0.3931585748133823,"Offer loyalty rewards, early access, and exclusive services."
AG-10765,170.584,-8.431000000000001,4,77,42.646,High Value,-1.5662527297726172,-0.1669437850093702,"Offer loyalty rewards, early access, and exclusive services."
AG-10900,4510.797,343.6824,10,96,451.0797,Low Value,0.8483255730266429,-1.0525808208769647,Use low-cost retention strategies and remarketing.
AH-10030,1744.7,365.2152,7,12,249.2428571428572,High Value,-0.3336692403808837,-0.8626170563588439,"Offer loyalty rewards, early access, and exclusive services."
AH-10075,3250.337,281.189,10,34,325.0337,Low Value,0.4147069914112373,-1.4254423024087528,Use low-cost retention strategies and remarketing.
AH-10120,1735.514,-2.3145999999999773,7,60,247.93057142857143,High Value,-0.5643388636148337,-0.7461857397828587,"Offer loyalty rewards, early access, and exclusive services."
AH-10195,1587.452,-378.5509,4,55,396.863,High Value,-0.9570884434871808,0.0322295853943465,"Offer loyalty rewards, early access, and exclusive services."
AH-10210,4805.344,1308.5546,9,6,533.9271111111111,Low Value,1.4659568910083731,-0.909654004235946,Use low-cost retention strategies and remarketing.
AH-10465,2495.3916,-196.1201,5,230,499.07832,High Value,-0.557542263501349,0.5603906536628055,"Offer loyalty rewards, early access, and exclusive services."
AH-10585,738.504,83.96300000000001,4,21,184.626,High Value,-1.1596258988225925,-0.2213446262208427,"Offer loyalty rewards, early access, and exclusive services."
AH-10690,7888.294,1298.0166,12,410,657.3578333333334,Low Value,2.350767230156165,0.0042127276052189,Use low-cost retention strategies and remarketing.
AI-10855,4375.786,867.7271000000001,10,13,437.5786,Low Value,1.1356747847829605,-1.2881398847665486,Use low-cost retention strategies and remarketing.
AJ-10780,4867.344,150.71300000000005,7,75,695.3348571428571,Low Value,0.7999349223313582,-0.2106849462530627,Use low-cost retention strategies and remarketing.
AJ-10795,4501.391,1158.7064,7,166,643.0558571428571,Low Value,1.0741200357196343,0.2203721119442304,Use low-cost retention strategies and remarketing.
AJ-10945,1839.24,521.1351999999999,7,85,262.74857142857144,High Value,-0.2803630148264434,-0.5601350945105039,"Offer loyalty rewards, early access, and exclusive services."
AJ-10960,629.2479999999999,60.4265,3,74,209.7493333333333,High Value,-1.332072234905911,0.2297355368332862,"Offer loyalty rewards, early access, and exclusive services."
AM-10360,814.012,194.9878,5,28,162.80239999999998,High Value,-1.000057260191334,-0.4394456233934034,"Offer loyalty rewards, early access, and exclusive services."
AM-10705,5664.022,1085.7326,8,162,708.00275,Low Value,1.517882044640131,0.0349574505319508,Use low-cost retention strategies and remarketing.
AO-10810,161.28,12.096,1,501,161.28,Medium Value,-2.141616247684739,2.206069734193719,Upsell and cross-sell through bundles and promos.
AP-10720,1638.554,285.7888,8,41,204.81925,High Value,-0.3604311776723493,-1.053815092553602,"Offer loyalty rewards, early access, and exclusive services."
AP-10915,3323.556,579.3113,10,98,332.3556,Low Value,0.5346338761125157,-1.139586001248907,Use low-cost retention strategies and remarketing.
AR-10345,1055.694,-221.0544,4,111,263.9235,High Value,-1.2184071141308983,0.1334933939309764,"Offer loyalty rewards, early access, and exclusive services."
AR-10405,2236.128,-98.7646,5,125,447.2256,High Value,-0.5421506459852468,0.1440328592854154,"Offer loyalty rewards, early access, and exclusive services."
AR-10510,264.86400000000003,43.6695,5,14,52.97280000000001,High Value,-1.3305019667964697,-0.6202506926308001,"Offer loyalty rewards, early access, and exclusive services."
AR-10540,6608.448,2884.6208,6,6,1101.408,Low Value,3.03215484393142,0.5896810442080734,Use low-cost retention strategies and remarketing.
AR-10570,88.15,32.633,1,534,88.15,Medium Value,-2.2680545447047065,2.2651032204056256,Upsell and cross-sell through bundles and promos.
AR-10825,4523.336,494.83519999999993,8,58,565.417,Low Value,0.8640696830520247,-0.5822301966102558,Use low-cost retention strategies and remarketing.
AS-10045,3050.692,-253.5746,7,88,435.8131428571429,High Value,-0.1690069486816263,-0.4909516511199978,"Offer loyalty rewards, early access, and exclusive services."
AS-10090,3255.31,64.53739999999998,9,28,361.7011111111111,High Value,0.2387571567492989,-1.2053050712993034,"Offer loyalty rewards, early access, and exclusive services."
AS-10135,58.82,21.8496,2,41,29.41,High Value,-1.800077870141249,0.1809123787109469,"Offer loyalty rewards, early access, and exclusive services."
AS-10225,4260.784,719.7751000000001,5,22,852.1568,Low Value,0.9432008276134016,0.2897890400010794,Use low-cost retention strategies and remarketing.
AS-10240,584.6080000000001,33.715799999999994,7,192,83.51542857142859,High Value,-1.1404133538651666,-0.4300753835506624,"Offer loyalty rewards, early access, and exclusive services."
AS-10285,3214.236,354.62760000000003,6,19,535.706,High Value,0.2407066053461169,-0.315355400317588,"Offer loyalty rewards, early access, and exclusive services."
AS-10630,833.398,136.49190000000002,7,92,119.05685714285714,High Value,-0.8974342140981869,-0.7406724258481957,"Offer loyalty rewards, early access, and exclusive services."
AT-10435,1171.814,100.87680000000002,6,21,195.3023333333333,High Value,-0.7966948298783255,-0.6866505332678241,"Offer loyalty rewards, early access, and exclusive services."
AT-10735,3831.864,974.107,10,13,383.1864,Low Value,0.9919778476160744,-1.3315645135539769,Use low-cost retention strategies and remarketing.
AW-10840,649.376,65.77250000000001,4,20,162.344,High Value,-1.216676840745687,-0.2488757646100902,"Offer loyalty rewards, early access, and exclusive services."
AW-10930,2852.968,-104.5486,7,46,407.5668571428572,High Value,-0.1392936016582338,-0.6493413249256416,"Offer loyalty rewards, early access, and exclusive services."
AY-10555,497.014,103.3499,4,14,124.2535,High Value,-1.2759344871093492,-0.3009772322645502,"Offer loyalty rewards, early access, and exclusive services."
AZ-10750,1622.0179999999998,154.9503,6,160,270.3363333333333,High Value,-0.6917197476233712,-0.0993372016992999,"Offer loyalty rewards, early access, and exclusive services."
BB-10990,744.3399999999999,11.583900000000009,5,105,148.868,High Value,-1.1938094111434152,-0.2018260850035901,"Offer loyalty rewards, early access, and exclusive services."
BB-11545,6765.728,1015.075,9,28,751.7475555555556,Low Value,2.036536665117509,-0.641109510638008,Use low-cost retention strategies and remarketing.
BC-11125,2933.676,251.5974,9,202,325.964,High Value,0.0585484256175478,-0.5838831142738463,"Offer loyalty rewards, early access, and exclusive services."
BD-11320,5718.521,1094.5037,12,33,476.5434166666666,Low Value,1.8387021996546176,-1.601976494702591,Use low-cost retention strategies and remarketing.
BD-11500,4411.243,1142.1225,6,35,735.2071666666666,Low Value,1.1544150906169193,0.0624260686107666,Use low-cost retention strategies and remarketing.
BD-11560,320.54,116.714,2,278,160.27,Medium Value,-1.737078823821413,1.1725091428671908,Upsell and cross-sell through bundles and promos.
BD-11605,3288.471,634.8463,7,97,469.78157142857145,High Value,0.3680371752321948,-0.2874133199689869,"Offer loyalty rewards, early access, and exclusive services."
BD-11620,1538.11,206.7569,6,69,256.35166666666663,High Value,-0.6228951236838532,-0.4354111339620745,"Offer loyalty rewards, early access, and exclusive services."
BD-11635,582.646,141.53400000000002,3,9,194.2153333333333,High Value,-1.26441420852008,-0.0079233539638563,"Offer loyalty rewards, early access, and exclusive services."
BD-11725,1526.5,333.9791,6,93,254.41666666666663,High Value,-0.5852880008427224,-0.3307967644802036,"Offer loyalty rewards, early access, and exclusive services."
BD-11770,658.466,141.265,6,327,109.74433333333332,High Value,-1.2740743050506127,0.3440360326874481,"Offer loyalty rewards, early access, and exclusive services."
BE-11335,4204.676,1487.7739,5,119,840.9352000000001,Low Value,1.2162837682398824,0.7483890420935091,Use low-cost retention strategies and remarketing.
BE-11410,2261.438,755.9150999999999,5,98,452.2876,High Value,-0.0768117413632898,0.1820058177904404,"Offer loyalty rewards, early access, and exclusive services."
BE-11455,1727.652,139.20080000000002,6,254,287.942,High Value,-0.7354146410792151,0.2567566099061667,"Offer loyalty rewards, early access, and exclusive services."
BF-10975,599.798,227.4384,7,91,85.68542857142857,High Value,-0.9478867299304022,-0.7644972376730668,"Offer loyalty rewards, early access, and exclusive services."
BF-11005,1333.88,-291.38109999999995,4,39,333.47,High Value,-1.0380433214680973,-0.0725210859195124,"Offer loyalty rewards, early access, and exclusive services."
BF-11020,2888.506,302.02,8,74,361.06325,High Value,0.1102254134858074,-0.7678996028041126,"Offer loyalty rewards, early access, and exclusive services."
BF-11080,272.95,110.9272,3,25,90.98333333333332,High Value,-1.4952610595630047,-0.0498259089727451,"Offer loyalty rewards, early access, and exclusive services."
BF-11170,5907.972,1538.2127,11,16,537.0883636363636,Low Value,2.0776675590166933,-1.295678625859125,Use low-cost retention strategies and remarketing.
BF-11215,1585.162,523.2133,4,65,396.2905,High Value,-0.5142239612818853,0.2061513508193557,"Offer loyalty rewards, early access, and exclusive services."
BF-11275,791.9899999999999,25.8702,3,57,263.9966666666666,High Value,-1.2286347064660457,0.2128304209275693,"Offer loyalty rewards, early access, and exclusive services."
BG-11035,2798.948,-711.4274,8,28,349.8685,High Value,-0.3935128198171879,-1.1017835823539688,"Offer loyalty rewards, early access, and exclusive services."
BG-11695,1874.172,107.5715,6,36,312.362,High Value,-0.4942248855175098,-0.5144145522012681,"Offer loyalty rewards, early access, and exclusive services."
BG-11740,1006.356,119.3479,6,57,167.726,High Value,-0.8926845274248708,-0.5807633346373887,"Offer loyalty rewards, early access, and exclusive services."
BH-11710,6255.351,802.7898,8,23,781.918875,Low Value,1.7306904586790173,-0.4350985970988925,Use low-cost retention strategies and remarketing.
BK-11260,659.1379999999999,-63.7644,6,77,109.85633333333332,High Value,-1.1566578899529432,-0.5940282136902924,"Offer loyalty rewards, early access, and exclusive services."
BM-11140,11789.63,-1659.9580999999998,4,307,2947.4075,At Risk,3.762841057718144,3.166993013909102,"Send re-engagement emails, discounts, and check-in calls."
BM-11575,808.162,95.5816,6,100,134.69366666666667,High Value,-1.0306076797239982,-0.4614039193827102,"Offer loyalty rewards, early access, and exclusive services."
BM-11650,7294.185,2199.2781,11,33,663.1077272727273,Low Value,2.8815720386134225,-0.9911733320697272,Use low-cost retention strategies and remarketing.
BM-11785,1338.842,137.7439,10,218,133.88420000000002,High Value,-0.5120924336748233,-0.9899511770701004,"Offer loyalty rewards, early access, and exclusive services."
BN-11470,265.296,36.6131,4,24,66.324,High Value,-1.445116407243776,-0.32983358923134,"Offer loyalty rewards, early access, and exclusive services."
BN-11515,1459.344,340.7054,5,9,291.8688,High Value,-0.5966480071509013,-0.3604778645437002,"Offer loyalty rewards, early access, and exclusive services."
BO-11350,2682.728,278.77700000000004,5,137,536.5456,High Value,-0.1461381918433884,0.3323014432972996,"Offer loyalty rewards, early access, and exclusive services."
BO-11425,130.83,59.4522,2,75,65.415,High Value,-1.7494919860808138,0.3423103192330434,"Offer loyalty rewards, early access, and exclusive services."
BP-11050,983.42,209.783,5,83,196.684,High Value,-0.958751231976432,-0.2047335200850092,"Offer loyalty rewards, early access, and exclusive services."
BP-11095,2442.044,433.9751,12,17,203.50366666666665,Low Value,0.4009416508990978,-2.074742241855027,Use low-cost retention strategies and remarketing.
BP-11155,1697.861,647.3847000000001,6,89,282.97683333333333,High Value,-0.3481566469766732,-0.2687779261051822,"Offer loyalty rewards, early access, and exclusive services."
BP-11185,3675.861,363.5991,9,1,408.429,Low Value,0.5709151921197391,-1.2072639994054186,Use low-cost retention strategies and remarketing.
BP-11230,1181.49,-197.2695,5,39,236.298,High Value,-1.0282416705772195,-0.3881679475042345,"Offer loyalty rewards, early access, and exclusive services."
BP-11290,2475.157,-319.0637,7,12,353.5938571428572,High Value,-0.374004707130686,-0.8607425158846134,"Offer loyalty rewards, early access, and exclusive services."
BS-11365,10501.653,2616.0644,5,558,2100.3306,At Risk,4.455478440965757,3.7386455857247927,"Send re-engagement emails, discounts, and check-in calls."
BS-11380,3887.834,-17.532200000000024,5,28,777.5668,High Value,0.3864229253047809,0.1260019675361197,"Offer loyalty rewards, early access, and exclusive services."
BS-11590,2454.928,381.7807,6,35,409.1546666666666,High Value,-0.097378394157935,-0.3794375598453353,"Offer loyalty rewards, early access, and exclusive services."
BS-11665,3288.11,238.7368,3,582,1096.0366666666666,Medium Value,0.0392467327186877,2.917299747792508,Upsell and cross-sell through bundles and promos.
BS-11755,2562.382,-113.29840000000004,7,1,366.0545714285714,High Value,-0.2247486314536669,-0.856360608845504,"Offer loyalty rewards, early access, and exclusive services."
BS-11800,949.43,194.0516,2,265,474.715,Medium Value,-1.1485298238859092,1.4194429384609637,Upsell and cross-sell through bundles and promos.
BT-11305,2567.656,417.5918,5,336,513.5312,Medium Value,-0.307513687520787,1.0529646181050691,Upsell and cross-sell through bundles and promos.
BT-11395,2186.6130000000003,257.9163,6,302,364.4355000000001,High Value,-0.513963422972336,0.5253735435117455,"Offer loyalty rewards, early access, and exclusive services."
BT-11440,603.876,-77.5256,4,560,150.969,Medium Value,-1.7889675466721142,1.676975974635167,Upsell and cross-sell through bundles and promos.
BT-11485,415.196,126.8694,2,659,207.598,Medium Value,-1.9863895601127988,2.598440591026895,Upsell and cross-sell through bundles and promos.
BT-11530,2684.492,409.4983,5,91,536.8983999999999,High Value,-0.0391272181100791,0.1858344689444991,"Offer loyalty rewards, early access, and exclusive services."
BT-11680,3196.752,447.7484,7,20,456.6788571428571,High Value,0.3037645428905008,-0.6087691161447795,"Offer loyalty rewards, early access, and exclusive services."
BV-11245,1523.273,315.2214,5,334,304.6546,Medium Value,-0.8645167598474441,0.8268364118846916,Upsell and cross-sell through bundles and promos.
BW-11065,385.516,-58.28659999999999,3,212,128.50533333333334,High Value,-1.6716836022285555,0.6371142023084463,"Offer loyalty rewards, early access, and exclusive services."
BW-11110,4750.358,921.2574,8,121,593.79475,Low Value,1.1120600215576188,-0.2586406536427232,Use low-cost retention strategies and remarketing.
BW-11200,1738.406,246.9973,6,203,289.7343333333333,High Value,-0.6315910167873501,0.0900865724108006,"Offer loyalty rewards, early access, and exclusive services."
CA-11965,3789.7228,1143.3817,6,96,631.6204666666666,Low Value,0.8249765196587525,0.1805063149504809,Use low-cost retention strategies and remarketing.
CA-12055,1679.7240000000002,211.2559,5,401,335.94480000000004,Medium Value,-0.8997186848727521,1.0843520695591549,Upsell and cross-sell through bundles and promos.
CA-12265,2648.2872,279.6183,9,56,294.25413333333336,High Value,0.0938161656213832,-1.143159453200819,"Offer loyalty rewards, early access, and exclusive services."
CA-12310,1421.954,246.0218,4,13,355.4885,High Value,-0.6970182926170823,-0.0636006908132879,"Offer loyalty rewards, early access, and exclusive services."
CA-12775,3041.566,204.4895,7,120,434.5094285714285,High Value,0.0290990707049552,-0.3060228156099641,"Offer loyalty rewards, early access, and exclusive services."
CB-12025,6076.139,150.2089,10,47,607.6139000000001,Low Value,1.361599295385011,-1.0880667631953729,Use low-cost retention strategies and remarketing.
CB-12415,1949.2,272.3883,8,26,243.65,High Value,-0.2317911212488984,-1.069581235963148,"Offer loyalty rewards, early access, and exclusive services."
CB-12535,4246.4555,1049.5601,8,197,530.8069375,Low Value,0.9114273607381996,-0.0293330223048235,Use low-cost retention strategies and remarketing.
CC-12100,1770.945,208.5912,6,457,295.1575,Medium Value,-0.8600296779794029,1.010875869256143,Upsell and cross-sell through bundles and promos.
CC-12145,2471.65,392.2825,7,106,353.0928571428572,High Value,-0.1009349908752868,-0.4113020953498166,"Offer loyalty rewards, early access, and exclusive services."
CC-12220,3913.418,393.9618,12,20,326.1181666666667,Low Value,0.881203542976234,-1.9292053600331187,Use low-cost retention strategies and remarketing.
CC-12370,12129.072000000002,2177.0493,5,43,2425.8144,At Risk,5.478953781451534,2.1200671742865342,"Send re-engagement emails, discounts, and check-in calls."
CC-12430,2870.05,424.6583,10,0,287.005,Low Value,0.3788761206578296,-1.5685332896033033,Use low-cost retention strategies and remarketing.
CC-12475,1659.438,154.851,9,39,184.382,High Value,-0.3258153572289883,-1.3418340628703798,"Offer loyalty rewards, early access, and exclusive services."
CC-12550,113.832,33.8706,3,27,37.944,High Value,-1.6391951550545345,-0.1033161138910348,"Offer loyalty rewards, early access, and exclusive services."
CC-12610,2540.631,331.434,7,34,362.94728571428567,High Value,-0.0394620488295397,-0.671692665944981,"Offer loyalty rewards, early access, and exclusive services."
CC-12670,2269.7015,187.8399,7,29,324.24307142857145,High Value,-0.2196964855746279,-0.7514234230417969,"Offer loyalty rewards, early access, and exclusive services."
CC-12685,2854.115,850.1591,4,799,713.5287500000001,Medium Value,-0.3014996474316704,3.219133374795219,Upsell and cross-sell through bundles and promos.
CD-11920,2033.968,426.661,5,40,406.7936,High Value,-0.3016231523443988,-0.1230737726779474,"Offer loyalty rewards, early access, and exclusive services."
CD-11980,639.766,-206.7172,3,54,213.2553333333333,High Value,-1.4418011081634328,0.1194904217224765,"Offer loyalty rewards, early access, and exclusive services."
CD-12280,1205.584,233.0274,2,42,602.792,High Value,-0.7133885442191795,0.7315467599850374,"Offer loyalty rewards, early access, and exclusive services."
CD-12790,1860.732,403.8422,5,399,372.1464,Medium Value,-0.7132978796636915,1.1418269420366405,Upsell and cross-sell through bundles and promos.
CG-12040,904.468,86.5106,6,49,150.7446666666667,High Value,-0.947440296026756,-0.6317561276525911,"Offer loyalty rewards, early access, and exclusive services."
CG-12520,1148.7800000000002,169.93439999999998,3,338,382.92666666666673,Medium Value,-1.1716525491463947,1.3638291112817538,Upsell and cross-sell through bundles and promos.
CH-12070,1537.236,195.1511,3,691,512.412,Medium Value,-1.2171590144776976,2.767498801342328,Upsell and cross-sell through bundles and promos.
CJ-11875,16.52,1.652,1,365,16.52,Medium Value,-2.2403216353718416,1.5848919148174032,Upsell and cross-sell through bundles and promos.
CJ-12010,11164.974,858.7414,8,189,1395.62175,Low Value,3.5434106400959138,0.8186932804779716,Use low-cost retention strategies and remarketing.
CK-12205,3154.855,141.2831,13,39,242.68115384615385,Low Value,0.5721364472674345,-2.232638536807828,Use low-cost retention strategies and remarketing.
CK-12325,2945.321,261.22090000000003,5,120,589.0642,High Value,-0.0124253115621633,0.3190394216364748,"Offer loyalty rewards, early access, and exclusive services."
CK-12595,2372.75,497.7098,11,43,215.70454545454547,Low Value,0.2897095482034375,-1.7181666804792186,Use low-cost retention strategies and remarketing.
CK-12760,1582.109,-338.4311,9,82,175.78988888888887,High Value,-0.6405142889965063,-1.2706863930907126,"Offer loyalty rewards, early access, and exclusive services."
CL-11890,1262.014,328.0847,4,106,315.50350000000003,High Value,-0.8252393446739117,0.2483949733990018,"Offer loyalty rewards, early access, and exclusive services."
CL-12565,10880.546,1933.7831,12,284,906.7121666666668,Low Value,3.8039408605431264,-0.0690493747191743,Use low-cost retention strategies and remarketing.
CL-12700,2353.586,229.0099,5,105,470.71719999999993,High Value,-0.3028547297877671,0.1445750016341462,"Offer loyalty rewards, early access, and exclusive services."
CM-11815,1673.888,214.463,6,131,278.98133333333334,High Value,-0.6132329075116507,-0.1867744359843055,"Offer loyalty rewards, early access, and exclusive services."
CM-11935,565.392,-43.732400000000005,2,708,282.696,Medium Value,-1.9866640693804771,2.817425138723672,Upsell and cross-sell through bundles and promos.
CM-12115,1661.61,409.0679,4,8,415.4025,High Value,-0.4795199591153495,3.073430679893811e-05,"Offer loyalty rewards, early access, and exclusive services."
CM-12160,2533.314,-394.3686,6,26,422.219,High Value,-0.4444299358238736,-0.517988671629153,"Offer loyalty rewards, early access, and exclusive services."
CM-12190,1475.144,91.2033,6,8,245.85733333333332,High Value,-0.6552285777459486,-0.6848393866835406,"Offer loyalty rewards, early access, and exclusive services."
CM-12235,2305.712,365.0387,5,385,461.1424,Medium Value,-0.5042967926130298,1.1716734755780722,Upsell and cross-sell through bundles and promos.
CM-12385,8954.019999999999,3899.8904,4,37,2238.505,At Risk,5.240634308181914,2.367915591882077,"Send re-engagement emails, discounts, and check-in calls."
CM-12445,287.99,64.4296,3,436,95.99666666666668,Medium Value,-1.8706728891737625,1.4383799268654027,Upsell and cross-sell through bundles and promos.
CM-12655,6339.5576,1572.4585,6,27,1056.5929333333331,Low Value,2.235051459699437,0.4200440260365415,Use low-cost retention strategies and remarketing.
CM-12715,3984.4524,176.3108,4,1035,996.1131,Medium Value,-0.2288928015646926,4.239646899019633,Upsell and cross-sell through bundles and promos.
CP-12085,5402.254,427.0258,8,82,675.28175,Low Value,1.1545262418449211,-0.3904402788599637,Use low-cost retention strategies and remarketing.
CP-12340,5888.275,-1850.3029,8,160,736.034375,High Value,0.1331731711294416,-0.3928640879261401,"Offer loyalty rewards, early access, and exclusive services."
CR-12580,2148.852,74.40129999999999,4,57,537.213,High Value,-0.4239986761926154,0.2419063298888168,"Offer loyalty rewards, early access, and exclusive services."
CR-12625,475.9,144.7594,3,470,158.63333333333333,Medium Value,-1.7380658650906655,1.6317992851313965,Upsell and cross-sell through bundles and promos.
CR-12730,1600.55,306.9176,4,78,400.1375,High Value,-0.6258816322427542,0.2238013931392488,"Offer loyalty rewards, early access, and exclusive services."
CR-12820,1397.8724,83.27029999999999,3,85,465.9574666666667,High Value,-0.8304644242955157,0.509517679316676,"Offer loyalty rewards, early access, and exclusive services."
CS-11845,1278.954,185.3776,5,91,255.7908,High Value,-0.8344858169209581,-0.121960920387635,"Offer loyalty rewards, early access, and exclusive services."
CS-11860,537.632,105.8275,6,162,89.60533333333332,High Value,-1.2003403000760453,-0.2799485020776816,"Offer loyalty rewards, early access, and exclusive services."
CS-11950,3036.547,-126.4223,11,25,276.0497272727273,Low Value,0.2252063732228054,-1.811323791564276,Use low-cost retention strategies and remarketing.
CS-12130,884.64,143.8339,4,489,221.16,Medium Value,-1.4615698198215432,1.5198998041336091,Upsell and cross-sell through bundles and promos.
CS-12175,844.4580000000001,113.1405,5,232,168.8916,High Value,-1.2059742345813944,0.293847217338755,"Offer loyalty rewards, early access, and exclusive services."
CS-12250,2754.216,738.3626,12,26,229.518,Low Value,0.6526188477736283,-1.9655820402828827,Use low-cost retention strategies and remarketing.
CS-12355,3202.1620000000003,831.9432,11,6,291.1056363636364,Low Value,0.7814489725248233,-1.7164590100938528,Use low-cost retention strategies and remarketing.
CS-12400,3651.8585,-342.80330000000004,9,2,405.7620555555556,High Value,0.2062076426952075,-1.3147538333033408,"Offer loyalty rewards, early access, and exclusive services."
CS-12460,550.644,156.2593,2,27,275.322,High Value,-1.2992966590660842,0.3714529026070861,"Offer loyalty rewards, early access, and exclusive services."
CS-12490,1077.2285,-302.8761,4,424,269.307125,Medium Value,-1.5232738897957174,1.2613142751639017,Upsell and cross-sell through bundles and promos.
CS-12505,5690.054999999999,-6626.389499999999,6,58,948.3425,High Value,-2.1990218810388757,-0.8319948775862277,"Offer loyalty rewards, early access, and exclusive services."
CT-11995,3241.898,161.22629999999995,8,96,405.23725,High Value,0.1591167826127788,-0.6633892817679826,"Offer loyalty rewards, early access, and exclusive services."
CV-12295,2830.628,493.0861,5,254,566.1256,High Value,-0.0696560108620368,0.8182797354163471,"Offer loyalty rewards, early access, and exclusive services."
CV-12805,2370.3136,98.9975,9,5,263.36817777777776,High Value,-0.0565563951805942,-1.3889586645763123,"Offer loyalty rewards, early access, and exclusive services."
CW-11905,1136.592,370.8298,6,22,189.432,High Value,-0.6776499882128498,-0.6475111400397252,"Offer loyalty rewards, early access, and exclusive services."
CY-12745,2900.026,60.64670000000001,8,60,362.50325,High Value,0.005848483924345,-0.8541589797978282,"Offer loyalty rewards, early access, and exclusive services."
Co-12640,1300.076,205.6282,5,549,260.0152,Medium Value,-1.2172699998520398,1.5464279074630094,Upsell and cross-sell through bundles and promos.
DA-13450,156.76,56.7904,4,352,39.19,Medium Value,-1.7831684380375064,0.8372071716741771,Upsell and cross-sell through bundles and promos.
DB-12910,2171.599,431.3748,8,21,271.449875,High Value,-0.0600755168145456,-1.0342189296394877,"Offer loyalty rewards, early access, and exclusive services."
DB-12970,2839.2272,213.0029,5,241,567.8454399999999,High Value,-0.1947088312428924,0.7298790759091086,"Offer loyalty rewards, early access, and exclusive services."
DB-13060,4531.646,473.0272,7,16,647.3779999999999,Low Value,0.8743516040540444,-0.4243395179025451,Use low-cost retention strategies and remarketing.
DB-13120,2973.094,-1421.7692,7,48,424.7277142857143,High Value,-0.7527572327506276,-0.8263958632840989,"Offer loyalty rewards, early access, and exclusive services."
DB-13210,2332.577,169.9679,10,9,233.25770000000003,High Value,0.0482410138993089,-1.6339400811508404,"Offer loyalty rewards, early access, and exclusive services."
